id,population
S34001971,233
S34001972,454
S34001973,234
S34001974,356
S34001975,576
S34001976,342
S34001977,369
S34001978,322
S34001979,300
S34001980,220
S34001981,205
S34001982,309
S34001983,241
S34001984,619
S34001985,242
S34001986,343
S34001987,243
S34001988,241
S34001989,225
S34001990,432
S34001991,263
S34001992,355
S34001993,314
S34001994,213
S34001995,426
S34001996,327
S34001997,395
S34001998,244
S34001999,301
S34002000,413
S34002001,260
S34002002,231
S34002003,263
S34002004,462
S34002005,332
S34002006,430
S34002007,397
S34002008,817
S34002009,404
S34002010,241
S34002011,581
S34002012,690
S34002013,201
S34002014,457
S34002015,403
S34002016,239
S34002017,303
S34002018,761
S34002019,299
S34002020,1612
S34002021,208
S34002022,616
S34002023,290
S34002024,219
S34002025,326
S34002026,625
S34002027,2361
S34002028,274
S34002029,244
S34002030,495
S34002031,257
S34002032,200
S34002033,334
S34002034,326
S34002035,386
S34002036,411
S34002037,698
S34002038,203
S34002039,302
S34002040,606
S34002041,226
S34002042,245
S34002043,388
S34002044,285
S34002045,238
S34002046,391
S34002047,273
S34002048,229
S34002049,452
S34002050,240
S34002051,208
S34002052,495
S34002053,281
S34002054,1359
S34002055,390
S34002056,211
S34002057,437
S34002058,634
S34002059,451
S34002060,315
S34002061,201
S34002062,258
S34002063,210
S34002064,306
S34002065,334
S34002066,581
S34002067,285
S34002068,205
S34002069,238
S34002070,250
S34002071,492
S34002072,300
S34002073,219
S34002074,349
S34002075,374
S34002076,274
S34002077,264
S34002078,202
S34002079,407
S34002080,212
S34002081,201
S34002082,206
S34002083,209
S34002084,533
S34002085,252
S34002086,414
S34002087,248
S34002088,319
S34002089,719
S34002090,282
S34002091,244
S34002092,294
S34002093,497
S34002094,242
S34002095,442
S34002096,488
S34002097,211
S34002098,421
S34002099,447
S34002100,290
S34002101,310
S34002102,612
S34002103,237
S34002104,207
S34002105,649
S34002106,201
S34002107,510
S34002108,1496
S34002109,209
S34002110,262
S34002111,368
S34002112,266
S34002113,336
S34002114,411
S34002115,341
S34002116,332
S34002117,200
S34002118,776
S34002119,355
S34002120,320
S34002121,316
S34002122,303
S34002123,209
S34002124,291
S34002125,532
S34002126,259
S34002127,583
S34002128,345
S34002129,237
S34002130,470
S34002131,390
S34002132,1278
S34002133,279
S34002134,497
S34002135,941
S34002136,202
S34002137,416
S34002138,284
S34002139,276
S34002140,331
S34002141,677
S34002142,1369
S34002143,574
S34002144,201
S34002145,863
S34002146,317
S34002147,265
S34002148,310
S34002149,460
S34002150,210
S34002151,262
S34002152,272
S34002153,205
S34002154,233
S34002155,220
S34002156,230
S34002157,201
S34002158,211
S34002159,276
S34002160,208
S34002161,253
S34002162,274
S34002163,496
S34002164,222
S34002165,220
S34002166,256
S34002167,582
S34002168,261
S34002169,216
S34002170,241
S34002171,319
S34002172,206
S34002173,255
S34002174,296
S34002175,274
S34002176,344
S34002177,212
S34002178,303
S34002179,203
S34002180,235
S34002181,335
S34002182,259
S34002183,228
S34002184,229
S34002185,293
S34002186,281
S34002187,1236
S34002188,410
S34002189,230
S34002190,230
S34002191,439
S34002192,342
S34002193,330
S34002194,441
S34002195,326
S34002196,215
S34002197,562
S34002198,231
S34002199,294
S34002200,515
S34002201,558
S34002202,362
S34002203,237
S34002204,311
S34002205,292
S34002206,230
S34002207,410
S34002208,377
S34002209,253
S34002210,321
S34002211,414
S34002212,322
S34002213,339
S34002214,301
S34002215,220
S34002216,324
S34002217,265
S34002218,202
S34002219,453
S34002220,305
S34002221,229
S34002222,278
S34002223,352
S34002224,312
S34002225,226
S34002226,222
S34002227,206
S34002228,210
S34002229,233
S34002230,480
S34002231,604
S34002232,426
S34002233,436
S34002234,311
S34002235,443
S34002236,253
S34002237,578
S34002238,896
S34002239,304
S34002240,206
S34002241,224
S34002242,313
S34002243,524
S34002244,283
S34002245,266
S34002246,249
S34002247,315
S34002248,224
S34002249,207
S34002250,223
S34002251,249
S34002252,210
S34002253,538
S34002254,251
S34002255,220
S34002256,227
S34002257,253
S34002258,605
S34002259,205
S34002260,217
S34002261,240
S34002262,510
S34002263,533
S34002264,562
S34002265,231
S34002266,255
S34002267,263
S34002268,405
S34002269,418
S34002270,746
S34002271,242
S34002272,224
S34002273,309
S34002274,364
S34002275,372
S34002276,285
S34002277,239
S34002278,243
S34002279,627
S34002280,515
S34002281,464
S34002282,351
S34002283,386
S34002284,388
S34002285,218
S34002286,411
S34002287,599
S34002288,823
S34002289,408
S34002290,279
S34002291,236
S34002292,337
S34002293,824
S34002294,549
S34002295,546
S34002296,242
S34002297,213
S34002298,261
S34002299,482
S34002300,441
S34002301,216
S34002302,333
S34002303,213
S34002304,461
S34002305,394
S34002306,403
S34002307,383
S34002308,220
S34002309,366
S34002310,458
S34002311,352
S34002312,450
S34002313,320
S34002314,242
S34002315,1699
S34002316,343
S34002317,236
S34002318,604
S34002319,319
S34002320,892
S34002321,560
S34002322,315
S34002323,338
S34002324,1346
S34002325,519
S34002326,830
S34002327,641
S34002328,431
S34002329,270
S34002330,350
S34002331,622
S34002332,212
S34002333,309
S34002334,202
S34002335,270
S34002336,220
S34002337,228
S34002338,348
S34002339,391
S34002340,334
S34002341,231
S34002342,254
S34002343,239
S34002344,326
S34002345,260
S34002346,367
S34002347,684
S34002348,282
S34002349,243
S34002350,247
S34002351,1524
S34002352,546
S34002353,450
S34002354,354
S34002355,587
S34002356,673
S34002357,270
S34002358,201
S34002359,278
S34002360,207
S34002361,264
S34002362,559
S34002363,312
S34002364,386
S34002365,210
S34002366,304
S34002367,242
S34002368,544
S34002369,245
S34002370,240
S34002371,482
S34002372,256
S34002373,326
S34002374,212
S34002375,382
S34002376,244
S34002377,515
S34002378,323
S34002379,233
S34002380,237
S34002381,336
S34002382,215
S34002383,304
S34002384,541
S34002385,327
S34002386,223
S34002387,225
S34002388,367
S34002389,283
S34002390,420
S34002391,211
S34002392,248
S34002393,223
S34002394,279
S34002395,418
S34002396,247
S34002397,260
S34002398,651
S34002399,216
S34002400,415
S34002401,253
S34002402,267
S34002403,253
S34002404,458
S34002405,280
S34002406,352
S34002407,399
S34002408,468
S34002409,420
S34002410,352
S34002411,349
S34002412,312
S34002413,280
S34002414,425
S34002415,250
S34002416,232
S34002417,225
S34002418,490
S34002419,309
S34002420,467
S34002421,212
S34002422,233
S34002423,229
S34002424,331
S34002425,260
S34002426,341
S34002427,345
S34002428,208
S34002429,225
S34002430,250
S34002431,341
S34002432,347
S34002433,481
S34002434,317
S34002435,257
S34002436,329
S34002437,256
S34002438,232
S34002439,313
S34002440,478
S34002441,378
S34002442,354
S34002443,607
S34002444,211
S34002445,408
S34002446,379
S34002447,282
S34002448,462
S34002449,544
S34002450,242
S34002451,304
S34002452,326
S34002453,248
S34002454,272
S34002455,352
S34002456,354
S34002457,503
S34002458,291
S34002459,339
S34002460,226
S34002461,677
S34002462,330
S34002463,352
S34002464,243
S34002465,240
S34002466,372
S34002467,454
S34002468,222
S34002469,242
S34002470,252
S34002471,476
S34002472,324
S34002473,529
S34002474,250
S34002475,229
S34002476,263
S34002477,258
S34002478,382
S34002479,359
S34002480,423
S34002481,328
S34002482,278
S34002483,274
S34002484,232
S34002485,204
S34002486,216
S34002487,207
S34002488,208
S34002489,242
S34002490,218
S34002491,242
S34002492,319
S34002493,406
S34002494,234
S34002495,410
S34002496,342
S34002497,493
S34002498,684
S34002499,380
S34002500,276
S34002501,200
S34002502,399
S34002503,234
S34002504,279
S34002505,359
S34002506,416
S34002507,270
S34002508,238
S34002509,215
S34002510,466
S34002511,534
S34002512,356
S34002513,537
S34002514,264
S34002515,527
S34002516,333
S34002517,304
S34002518,371
S34002519,294
S34002520,227
S34002521,230
S34002522,214
S34002523,337
S34002524,303
S34002525,208
S34002526,219
S34002527,2085
S34002528,826
S34002529,215
S34002530,3336
S34002531,200
S34002532,264
S34002533,258
S34002534,592
S34002535,481
S34002536,465
S34002537,260
S34002538,797
S34002539,250
S34002540,345
S34002541,491
S34002542,320
S34002543,458
S34002544,773
S34002545,236
S34002546,568
S34002547,208
S34002548,361
S34002549,325
S34002550,375
S34002551,312
S34002552,354
S34002553,213
S34002554,206
S34002555,1897
S34002556,302
S34002557,299
S34002558,564
S34002559,674
S34002560,994
S34002561,476
S34002562,390
S34002563,453
S34002564,582
S34002565,221
S34002566,226
S34002567,349
S34002568,243
S34002569,205
S34002570,255
S34002571,257
S34002572,239
S34002573,354
S34002574,273
S34002575,221
S34002576,779
S34002577,398
S34002578,225
S34002579,408
S34002580,221
S34002581,235
S34002582,231
S34002583,273
S34002584,312
S34002585,565
S34002586,442
S34002587,224
S34002588,769
S34002589,456
S34002590,206
S34002591,540
S34002592,326
S34002593,270
S34002594,200
S34002595,210
S34002596,393
S34002597,468
S34002598,295
S34002599,258
S34002600,200
S34002601,367
S34002602,230
S34002603,336
S34002604,252
S34002605,309
S34002606,274
S34002607,261
S34002608,321
S34002609,200
S34002610,249
S34002611,661
S34002612,288
S34002613,352
S34002614,257
S34002615,246
S34002616,221
S34002617,216
S34002618,978
S34002619,344
S34002620,463
S34002621,212
S34002622,298
S34002623,212
S34002624,592
S34002625,365
S34002626,250
S34002627,524
S34002628,295
S34002629,384
S34002630,289
S34002631,302
S34002632,307
S34002633,236
S34002634,457
S34002635,224
S34002636,210
S34002637,260
S34002638,267
S34002639,559
S34002640,291
S34002641,204
S34002642,268
S34002643,241
S34002644,230
S34002645,282
S34002646,206
S34002647,335
S34002648,302
S34002649,201
S34002650,208
S34002651,209
S34002652,288
S34002653,251
S34002654,237
S34002655,233
S34002656,232
S34002657,318
S34002658,212
S34002659,375
S34002660,314
S34002661,596
S34002662,245
S34002663,301
S34002664,214
S34002665,448
S34002666,205
S34002667,211
S34002668,394
S34002669,489
S34002670,214
S34002671,349
S34002672,202
S34002673,660
S34002674,203
S34002675,204
S34002676,1171
S34002677,205
S34002678,302
S34002679,200
S34002680,300
S34002681,527
S34002682,265
S34002683,236
S34002684,357
S34002685,208
S34002686,283
S34002687,236
S34002688,274
S34002689,227
S34002690,234
S34002691,318
S34002692,282
S34002693,271
S34002694,221
S34002695,280
S34002696,214
S34002697,347
S34002698,336
S34002699,269
S34002700,205
S34002701,308
S34002702,261
S34002703,271
S34002704,256
S34002705,219
S34002706,352
S34002707,508
S34002708,283
S34002709,257
S34002710,359
S34002711,753
S34002712,295
S34002713,398
S34002714,351
S34002715,557
S34002716,299
S34002717,318
S34002718,317
S34002719,214
S34002720,210
S34002721,287
S34002722,418
S34002723,256
S34002724,262
S34002725,310
S34002726,232
S34002727,206
S34002728,779
S34002729,442
S34002730,543
S34002731,233
S34002732,354
S34002733,501
S34002734,330
S34002735,259
S34002736,220
S34002737,208
S34002738,226
S34002739,341
S34002740,386
S34002741,370
S34002742,317
S34002743,295
S34002744,645
S34002745,692
S34002746,313
S34002747,256
S34002748,357
S34002749,386
S34002750,348
S34002751,630
S34002752,223
S34002753,363
S34002754,346
S34002755,447
S34002756,294
S34002757,433
S34002758,232
S34002759,248
S34002760,204
S34002761,688
S34002762,240
S34002763,516
S34002764,315
S34002765,202
S34002766,363
S34002767,277
S34002768,459
S34002769,279
S34002770,200
S34002771,306
S34002772,604
S34002773,487
S34002774,257
S34002775,251
S34002776,241
S34002777,407
S34002778,311
S34002779,406
S34002780,275
S34002781,343
S34002782,687
S34002783,233
S34002784,551
S34002785,204
S34002786,208
S34002787,359
S34002788,357
S34002789,285
S34002790,299
S34002791,381
S34002792,209
S34002793,282
S34002794,2963
S34002795,406
S34002796,267
S34002797,204
S34002798,1057
S34002799,307
S34002800,202
S34002801,324
S34002802,534
S34002803,451
S34002804,462
S34002805,739
S34002806,254
S34002807,508
S34002808,287
S34002809,317
S34002810,211
S34002811,248
S34002812,224
S34002813,260
S34002814,537
S34002815,405
S34002816,204
S34002817,205
S34002818,1030
S34002819,221
S34002820,552
S34002821,366
S34002822,259
S34002823,211
S34002824,236
S34002825,299
S34002826,370
S34002827,267
S34002828,312
S34002829,203
S34002830,207
S34002831,340
S34002832,281
S34002833,208
S34002834,200
S34002835,605
S34002836,239
S34002837,302
S34002838,368
S34002839,406
S34002840,209
S34002841,290
S34002842,286
S34002843,309
S34002844,285
S34002845,219
S34002846,264
S34002847,319
S34002848,202
S34002849,218
S34002850,230
S34002851,461
S34002852,724
S34002853,233
S34002854,493
S34002855,519
S34002856,205
S34002857,297
S34002858,220
S34002859,283
S34002860,202
S34002861,208
S34002862,253
S34002863,211
S34002864,237
S34002865,213
S34002866,219
S34002867,263
S34002868,212
S34002869,229
S34002870,247
S34002871,592
S34002872,234
S34002873,238
S34002874,215
S34002875,294
S34002876,436
S34002877,214
S34002878,278
S34002879,211
S34002880,260
S34002881,301
S34002882,355
S34002883,310
S34002884,281
S34002885,657
S34002886,2677
S34002887,333
S34002888,416
S34002889,395
S34002890,223
S34002891,413
S34002892,215
S34002893,235
S34002894,263
S34002895,252
S34002896,259
S34002897,205
S34002898,441
S34002899,213
S34002900,323
S34002901,440
S34002902,621
S34002903,261
S34002904,348
S34002905,267
S34002906,237
S34002907,254
S34002908,203
S34002909,200
S34002910,244
S34002911,229
S34002912,308
S34002913,456
S34002914,441
S34002915,629
S34002916,254
S34002917,268
S34002918,306
S34002919,317
S34002920,312
S34002921,520
S34002922,230
S34002923,201
S34002924,430
S34002925,280
S34002926,507
S34002927,349
S34002928,348
S34002929,311
S34002930,266
S34002931,235
S34002932,286
S34002933,247
S34002934,432
S34002935,499
S34002936,220
S34002937,216
S34002938,281
S34002939,328
S34002940,336
S34002941,233
S34002942,344
S34002943,234
S34002944,294
S34002945,256
S34002946,251
S34002947,211
S34002948,327
S34002949,1695
S34002950,239
S34002951,276
S34002952,364
S34002953,727
S34002954,377
S34002955,219
S34002956,352
S34002957,373
S34002958,201
S34002959,259
S34002960,237
S34002961,244
S34002962,860
S34002963,536
S34002964,314
S34002965,323
S34002966,1077
S34002967,237
S34002968,261
S34002969,538
S34002970,295
S34002971,215
S34002972,460
S34002973,214
S34002974,275
S34002975,245
S34002976,345
S34002977,235
S34002978,204
S34002979,272
S34002980,329
S34002981,200
S34002982,253
S34002983,211
S34002984,336
S34002985,376
S34002986,205
S34002987,809
S34002988,353
S34002989,279
S34002990,256
S34002991,720
S34002992,268
S34002993,225
S34002994,332
S34002995,490
S34002996,315
S34002997,206
S34002998,1005
S34002999,215
S34003000,621
S34003001,287
S34003002,569
S34003003,324
S34003004,765
S34003005,382
S34003006,202
S34003007,239
S34003008,597
S34003009,375
S34003010,206
S34003011,409
S34003012,324
S34003013,263
S34003014,204
S34003015,372
S34003016,435
S34003017,4278
S34003018,597
S34003019,713
S34003020,396
S34003021,408
S34003022,2261
S34003023,777
S34003024,514
S34003025,1024
S34003026,212
S34003027,404
S34003028,1724
S34003029,356
S34003030,227
S34003031,315
S34003032,810
S34003033,226
S34003034,404
S34003035,231
S34003036,1911
S34003037,279
S34003038,664
S34003039,1083
S34003040,449
S34003041,833
S34003042,372
S34003043,293
S34003044,794
S34003045,1436
S34003046,217
S34003047,413
S34003048,2136
S34003049,725
S34003050,287
S34003051,277
S34003052,728
S34003053,246
S34003054,231
S34003055,248
S34003056,225
S34003057,259
S34003058,550
S34003059,214
S34003060,513
S34003061,753
S34003062,1614
S34003063,624
S34003064,229
S34003065,2202
S34003066,10099
S34003067,453
S34003068,354
S34003069,224
S34003070,563
S34003071,452
S34003072,2978
S34003073,244
S34003074,914
S34003075,257
S34003076,2607
S34003077,207
S34003078,228
S34003079,379
S34003080,720
S34003081,208
S34003082,256
S34003083,477
S34003084,291
S34003085,252
S34003086,1558
S34003087,213
S34003088,312
S34003089,559
S34003090,521
S34003091,240
S34003092,386
S34003093,376
S34003094,363
S34003095,237
S34003096,368
S34003097,224
S34003098,296
S34003099,302
S34003100,221
S34003101,399
S34003102,1221
S34003103,313
S34003104,661
S34003105,200
S34003106,247
S34003107,265
S34003108,265
S34003109,266
S34003110,2790
S34003111,540
S34003112,367
S34003113,858
S34003114,240
S34003115,539
S34003116,209
S34003117,795
S34003118,262
S34003119,330
S34003120,330
S34003121,205
S34003122,606
S34003123,754
S34003124,260
S34003125,438
S34003126,265
S34003127,249
S34003128,310
S34003129,236
S34003130,470
S34003131,365
S34003132,243
S34003133,381
S34003134,297
S34003135,206
S34003136,222
S34003137,249
S34003138,246
S34003139,225
S34003140,344
S34003141,533
S34003142,647
S34003143,2945
S34003144,259
S34003145,201
S34003146,240
S34003147,312
S34003148,217
S34003149,546
S34003150,388
S34003151,237
S34003152,201
S34003153,389
S34003154,1666
S34003155,246
S34003156,381
S34003157,280
S34003158,335
S34003159,366
S34003160,241
S34003161,259
S34003162,216
S34003163,200
S34003164,309
S34003165,319
S34003166,277
S34003167,211
S34003168,208
S34003169,406
S34003170,690
S34003171,228
S34003172,209
S34003173,336
S34003174,240
S34003175,276
S34003176,668
S34003177,228
S34003178,299
S34003179,894
S34003180,271
S34003181,605
S34003182,221
S34003183,201
S34003184,225
S34003185,268
S34003186,221
S34003187,351
S34003188,204
S34003189,601
S34003190,218
S34003191,282
S34003192,798
S34003193,568
S34003194,262
S34003195,718
S34003196,227
S34003197,358
S34003198,238
S34003199,261
S34003200,283
S34003201,417
S34003202,281
S34003203,282
S34003204,434
S34003205,244
S34003206,274
S34003207,202
S34003208,311
S34003209,205
S34003210,224
S34003211,212
S34003212,347
S34003213,369
S34003214,278
S34003215,432
S34003216,205
S34003217,281
S34003218,400
S34003219,353
S34003220,206
S34003221,271
S34003222,212
S34003223,259
S34003224,229
S34003225,209
S34003226,279
S34003227,633
S34003228,250
S34003229,221
S34003230,380
S34003231,206
S34003232,225
S34003233,207
S34003234,627
S34003235,297
S34003236,540
S34003237,679
S34003238,506
S34003239,748
S34003240,222
S34003241,218
S34003242,246
S34003243,274
S34003244,232
S34003245,336
S34003246,268
S34003247,259
S34003248,503
S34003249,742
S34003250,205
S34003251,356
S34003252,210
S34003253,207
S34003254,293
S34003255,220
S34003256,215
S34003257,215
S34003258,214
S34003259,374
S34003260,463
S34003261,379
S34003262,272
S34003263,207
S34003264,226
S34003265,392
S34003266,318
S34003267,382
S34003268,391
S34003269,442
S34003270,366
S34003271,204
S34003272,390
S34003273,308
S34003274,300
S34003275,207
S34003276,523
S34003277,348
S34003278,251
S34003279,212
S34003280,654
S34003281,279
S34003282,465
S34003283,238
S34003284,424
S34003285,219
S34003286,715
S34003287,268
S34003288,214
S34003289,277
S34003290,295
S34003291,203
S34003292,278
S34003293,321
S34003294,245
S34003295,283
S34003296,250
S34003297,402
S34003298,280
S34003299,202
S34003300,389
S34003301,271
S34003302,344
S34003303,255
S34003304,202
S34003305,304
S34003306,389
S34003307,335
S34003308,231
S34003309,623
S34003310,601
S34003311,263
S34003312,266
S34003313,658
S34003314,280
S34003315,265
S34003316,381
S34003317,270
S34003318,349
S34003319,252
S34003320,556
S34003321,390
S34003322,400
S34003323,208
S34003324,1012
S34003325,641
S34003326,373
S34003327,440
S34003328,291
S34003329,211
S34003330,262
S34003331,738
S34003332,358
S34003333,324
S34003334,360
S34003335,239
S34003336,433
S34003337,353
S34003338,256
S34003339,974
S34003340,242
S34003341,344
S34003342,388
S34003343,632
S34003344,229
S34003345,367
S34003346,327
S34003347,287
S34003348,517
S34003349,319
S34003350,235
S34003351,571
S34003352,210
S34003353,312
S34003354,233
S34003355,227
S34003356,385
S34003357,513
S34003358,313
S34003359,433
S34003360,622
S34003361,267
S34003362,256
S34003363,239
S34003364,377
S34003365,248
S34003366,489
S34003367,313
S34003368,338
S34003369,788
S34003370,244
S34003371,201
S34003372,343
S34003373,427
S34003374,477
S34003375,273
S34003376,323
S34003377,279
S34003378,213
S34003379,474
S34003380,238
S34003381,804
S34003382,318
S34003383,244
S34003384,234
S34003385,310
S34003386,251
S34003387,322
S34003388,206
S34003389,243
S34003390,418
S34003391,241
S34003392,264
S34003393,203
S34003394,429
S34003395,256
S34003396,225
S34003397,268
S34003398,234
S34003399,277
S34003400,544
S34003401,204
S34003402,309
S34003403,235
S34003404,210
S34003405,214
S34003406,388
S34003407,364
S34003408,597
S34003409,322
S34003410,316
S34003411,308
S34003412,274
S34003413,248
S34003414,266
S34003415,286
S34003416,449
S34003417,210
S34003418,513
S34003419,902
S34003420,214
S34003421,567
S34003422,279
S34003423,269
S34003424,372
S34003425,407
S34003426,254
S34003427,206
S34003428,1177
S34003429,347
S34003430,253
S34003431,350
S34003432,223
S34003433,308
S34003434,273
S34003435,279
S34003436,359
S34003437,416
S34003438,213
S34003439,233
S34003440,359
S34003441,509
S34003442,377
S34003443,5108
S34003444,392
S34003445,428
S34003446,408
S34003447,279
S34003448,372
S34003449,282
S34003450,297
S34003451,359
S34003452,375
S34003453,295
S34003454,432
S34003455,446
S34003456,204
S34003457,300
S34003458,387
S34003459,349
S34003460,285
S34003461,344
S34003462,416
S34003463,385
S34003464,379
S34003465,293
S34003466,322
S34003467,261
S34003468,226
S34003469,278
S34003470,377
S34003471,513
S34003472,242
S34003473,210
S34003474,227
S34003475,416
S34003476,268
S34003477,420
S34003478,316
S34003479,530
S34003480,203
S34003481,240
S34003482,314
S34003483,233
S34003484,200
S34003485,248
S34003486,217
S34003487,328
S34003488,254
S34003489,215
S34003490,208
S34003491,234
S34003492,264
S34003493,306
S34003494,276
S34003495,215
S34003496,429
S34003497,222
S34003498,208
S34003499,408
S34003500,231
S34003501,278
S34003502,279
S34003503,283
S34003504,389
S34003505,394
S34003506,279
S34003507,229
S34003508,230
S34003509,261
S34003510,317
S34003511,3563
S34003512,231
S34003513,213
S34003514,200
S34003515,1173
S34003516,287
S34003517,243
S34003518,249
S34003519,217
S34003520,268
S34003521,202
S34003522,205
S34003523,340
S34003524,209
S34003525,221
S34003526,256
S34003527,529
S34003528,768
S34003529,275
S34003530,202
S34003531,295
S34003532,260
S34003533,205
S34003534,237
S34003535,1304
S34003536,257
S34003537,306
S34003538,239
S34003539,456
S34003540,324
S34003541,203
S34003542,222
S34003543,4376
S34003544,204
S34003545,352
S34003546,234
S34003547,215
S34003548,253
S34003549,202
S34003550,362
S34003551,434
S34003552,420
S34003553,200
S34003554,279
S34003555,238
S34003556,223
S34003557,218
S34003558,211
S34003559,282
S34003560,496
S34003561,739
S34003562,276
S34003563,205
S34003564,222
S34003565,204
S34003566,271
S34003567,334
S34003568,219
S34003569,219
S34003570,202
S34003571,619
S34003572,235
S34003573,235
S34003574,222
S34003575,204
S34003576,212
S34003577,531
S34003578,417
S34003579,374
S34003580,255
S34003581,559
S34003582,292
S34003583,259
S34003584,255
S34003585,210
S34003586,298
S34003587,664
S34003588,204
S34003589,359
S34003590,273
S34003591,294
S34003592,246
S34003593,202
S34003594,252
S34003595,229
S34003596,220
S34003597,300
S34003598,255
S34003599,254
S34003600,227
S34003601,203
S34003602,216
S34003603,208
S34003604,232
S34003605,220
S34003606,452
S34003607,503
S34003608,329
S34003609,206
S34003610,445
S34003611,249
S34003612,1467
S34003613,287
S34003614,268
S34003615,283
S34003616,201
S34003617,206
S34003618,444
S34003619,436
S34003620,308
S34003621,233
S34003622,266
S34003623,393
S34003624,208
S34003625,227
S34003626,206
S34003627,477
S34003628,234
S34003629,228
S34003630,387
S34003631,355
S34003632,237
S34003633,317
S34003634,299
S34003635,214
S34003636,234
S34003637,560
S34003638,202
S34003639,294
S34003640,235
S34003641,382
S34003642,250
S34003643,205
S34003644,285
S34003645,202
S34003646,410
S34003647,289
S34003648,260
S34003649,202
S34003650,211
S34003651,551
S34003652,247
S34003653,256
S34003654,414
S34003655,200
S34003656,253
S34003657,227
S34003658,302
S34003659,213
S34003660,202
S34003661,309
S34003662,307
S34003663,246
S34003664,437
S34003665,556
S34003666,419
S34003667,320
S34003668,339
S34003669,279
S34003670,430
S34003671,286
S34003672,387
S34003673,227
S34003674,276
S34003675,201
S34003676,242
S34003677,483
S34003678,532
S34003679,404
S34003680,274
S34003681,539
S34003682,216
S34003683,228
S34003684,244
S34003685,1659
S34003686,265
S34003687,266
S34003688,467
S34003689,279
S34003690,961
S34003691,534
S34003692,211
S34003693,325
S34003694,278
S34003695,520
S34003696,511
S34003697,235
S34003698,512
S34003699,217
S34003700,218
S34003701,306
S34003702,268
S34003703,642
S34003704,472
S34003705,222
S34003706,231
S34003707,236
S34003708,376
S34003709,365
S34003710,211
S34003711,445
S34003712,342
S34003713,417
S34003714,242
S34003715,783
S34003716,486
S34003717,283
S34003718,215
S34003719,270
S34003720,357
S34003721,202
S34003722,337
S34003723,420
S34003724,1608
S34003725,446
S34003726,638
S34003727,636
S34003728,230
S34003729,410
S34003730,291
S34003731,503
S34003732,275
S34003733,503
S34003734,838
S34003735,2099
S34003736,362
S34003737,284
S34003738,237
S34003739,226
S34003740,240
S34003741,742
S34003742,200
S34003743,509
S34003744,292
S34003745,362
S34003746,233
S34003747,942
S34003748,279
S34003749,269
S34003750,329
S34003751,284
S34003752,255
S34003753,538
S34003754,651
S34003755,214
S34003756,240
S34003757,229
S34003758,244
S34003759,490
S34003760,278
S34003761,487
S34003762,321
S34003763,221
S34003764,246
S34003765,715
S34003766,205
S34003767,400
S34003768,440
S34003769,554
S34003770,559
S34003771,604
S34003772,226
S34003773,422
S34003774,783
S34003775,490
S34003776,249
S34003777,334
S34003778,292
S34003779,509
S34003780,299
S34003781,227
S34003782,440
S34003783,651
S34003784,209
S34003785,323
S34003786,328
S34003787,727
S34003788,235
S34003789,399
S34003790,348
S34003791,255
S34003792,243
S34003793,286
S34003794,282
S34003795,237
S34003796,581
S34003797,727
S34003798,235
S34003799,319
S34003800,400
S34003801,314
S34003802,206
S34003803,364
S34003804,376
S34003805,338
S34003806,494
S34003807,290
S34003808,1529
S34003809,363
S34003810,268
S34003811,216
S34003812,467
S34003813,568
S34003814,653
S34003815,4812
S34003816,1119
S34003817,298
S34003818,404
S34003819,260
S34003820,392
S34003821,272
S34003822,205
S34003823,214
S34003824,940
S34003825,200
S34003826,522
S34003827,657
S34003828,328
S34003829,356
S34003830,342
S34003831,202
S34003832,412
S34003833,320
S34003834,403
S34003835,426
S34003836,465
S34003837,472
S34003838,215
S34003839,309
S34003840,249
S34003841,211
S34003842,593
S34003843,690
S34003844,339
S34003845,307
S34003846,220
S34003847,719
S34003848,402
S34003849,252
S34003850,558
S34003851,226
S34003852,3016
S34003853,239
S34003854,263
S34003855,226
S34003856,233
S34003857,864
S34003858,636
S34003859,870
S34003860,389
S34003861,285
S34003862,424
S34003863,495
S34003864,299
S34003865,382
S34003866,272
S34003867,1243
S34003868,540
S34003869,379
S34003870,206
S34003871,277
S34003872,273
S34003873,302
S34003874,369
S34003875,248
S34003876,447
S34003877,253
S34003878,386
S34003879,664
S34003880,469
S34003881,591
S34003882,808
S34003883,254
S34003884,1095
S34003885,297
S34003886,404
S34003887,1389
S34003888,328
S34003889,342
S34003890,224
S34003891,500
S34003892,238
S34003893,473
S34003894,209
S34003895,248
S34003896,321
S34003897,402
S34003898,271
S34003899,640
S34003900,251
S34003901,205
S34003902,374
S34003903,634
S34003904,810
S34003905,317
S34003906,271
S34003907,256
S34003908,310
S34003909,300
S34003910,1000
S34003911,549
S34003912,252
S34003913,287
S34003914,281
S34003915,595
S34003916,328
S34003917,239
S34003918,753
S34003919,260
S34003920,209
S34003921,296
S34003922,239
S34003923,316
S34003924,273
S34003925,882
S34003926,428
S34003927,531
S34003928,466
S34003929,313
S34003930,603
S34003931,298
S34003932,1022
S34003933,653
S34003934,523
S34003935,840
S34003936,201
S34003937,366
S34003938,323
S34003939,273
S34003940,259
S34003941,230
S34003942,316
S34003943,328
S34003944,388
S34003945,241
S34003946,213
S34003947,949
S34003948,419
S34003949,346
S34003950,223
S34003951,231
S34003952,258
S34003953,3205
S34003954,302
S34003955,224
S34003956,429
S34003957,273
S34003958,417
S34003959,281
S34003960,205
